sample_name,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__succinus,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__guillouiae,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__xenophagum,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__agalactiae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__melaninogenica,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__infantis,Other
10911.0G26,0.993684211,0.002105263,0,0,0.000526316,0,0.001052632,0,0,0,0,0,0.000526316,0,0,0,0,0,0,0,0.002105264
10911.7P29,0.605789474,0.389473684,0,0,0,0,0.001578947,0,0,0,0,0,0.000526316,0,0,0,0,0,0.001578947,0,0.001052632
10911.7P9,0.998947368,0,0,0,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000526316
11692.11441.32o15,0.002105263,0.000526316,0,0,0,0.017894737,0,0,0,0.002631579,0.000526316,0,0,0,0,0,0,0,0,0,0.976315791
11692.11441.36o30,0.004736842,0.977894737,0.003684211,0.000526316,0.001052632,0.000526316,0,0.001052632,0,0,0,0,0,0,0,0,0.003157895,0,0,0.000526316,0.006842108
11692.11441.10o6,0.992105263,0,0,0.001052632,0.000526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000526316,0.005789475
11692.11441.20o12,0.981578947,0,0.000526316,0.001578947,0,0.002631579,0,0,0.000526316,0,0,0.002105264,0,0.000526316,0,0,0,0,0,0,0.010526317
11692.11441.1o3,0.005263158,0,0,0.13368421,0.024736842,0.201578947,0,0,0,0,0.004210526,0.000526316,0,0,0,0.099473684,0,0,0,0.074210526,0.456315789
11692.11441.30o30,0.988421053,0,0,0,0,0.000526316,0,0.001578947,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0.008947369
11692.11441.10o15,0.997368421,0,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002105263
11692.11441.12o9,0.858421053,0.132631579,0,0.003157895,0,0,0,0,0,0,0,0.000526316,0,0.000526316,0,0,0,0,0,0.000526316,0.004210528
11692.11441.12o6,0.995789474,0,0,0,0.000526316,0,0,0,0,0,0,0,0,0.001578947,0,0,0,0,0,0,0.002105264
11692.11441.11o3,0,0,0.008947368,0.104736842,0,0.206842105,0,0,0.011052632,0,0.052631579,0.005263158,0,0.011052632,0.048947368,0,0.026842106,0,0,0.001052632,0.522631581
11692.11441.3o0,0.006842105,0,0,0.152105263,0.025263158,0.152105263,0,0,0,0,0.039473684,0,0.011052632,0.008421053,0.086842106,0.013157895,0,0,0,0.011052632,0.493684213
11692.11441.17o0,0.004210526,0.001578947,0,0.053157895,0.011052632,0.113157895,0,0,0,0,0.012105263,0.014736842,0.002105263,0.02,0.038947369,0,0.03,0.014736842,0.018947368,0.000526316,0.664736843
11692.11441.21o0,0.102631579,0.87,0,0.008421053,0.001052632,0.002631579,0,0,0,0,0,0,0,0,0,0,0.000526316,0,0.001052632,0.001578947,0.012105267
11692.11441.4o0,0.001578947,0.000526316,0.006315789,0.281578947,0.022631578,0.095789474,0,0.042105263,0,0,0.004736842,0.000526316,0,0,0.01,0.029473684,0.015263158,0,0.017894737,0,0.471578945
11692.11441.9o6,0.895789474,0,0,0.037368421,0,0.001052632,0,0.005789474,0,0,0,0,0,0.000526316,0,0,0,0,0,0.000526316,0.05894737
11692.11441.8o6,0.962105263,0,0,0.008421053,0,0.01,0,0.003157895,0,0,0,0.000526316,0,0,0,0.000526316,0,0,0,0.000526316,0.014736845
11692.11441.34o30,0.952105263,0,0,0,0,0,0,0,0.005789474,0,0,0.004736842,0.001052632,0.000526316,0,0,0,0.002105263,0.002631579,0.000526316,0.030526319
11692.11441.7o9,0.997894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002105264
11692.11441.23o0,0.452631579,0.517894737,0,0.006842105,0,0.002631579,0,0.000526316,0,0,0,0,0,0.002105264,0,0.000526316,0,0,0.001052632,0.001052632,0.014736846
11692.11441.6o6,0.009473684,0,0,0.031578947,0.001578948,0.157894737,0,0,0,0,0.022105263,0,0,0.104736842,0,0.033157895,0,0,0,0,0.639473683
11692.11441.11o6,0.062631579,0,0,0.052631579,0.067894737,0,0,0,0.002631579,0,0.085263158,0.004210527,0.003684211,0,0.041578947,0,0,0,0,0.000526316,0.678947372
11692.11441.7o0,0.002631579,0.002105263,0.003157895,0.192105263,0.004736842,0.115263158,0,0.009473684,0,0,0.015789474,0.017368421,0,0.003684211,0.037368421,0.019473685,0.011052632,0,0.023157895,0.016315789,0.526315792
11692.11441.5o3,0.001052632,0,0,0.051578947,0,0.148947368,0,0.038421053,0.002105264,0,0.031052632,0.006315789,0.004210526,0.027368421,0,0.057894737,0.041578947,0,0.051052632,0.026842105,0.511578949
11692.11441.15o3,0.998421053,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001052632
11692.11441.2o3,0.996315789,0,0,0.001052632,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002105264
11692.11441.11o9,0.693684211,0.303157895,0,0,0,0,0,0,0,0,0,0,0.000526316,0,0,0,0,0,0,0.000526316,0.002105263
11692.11441.4o12,0.004210526,0.024210526,0.057368421,0.140526316,0,0.208421053,0,0,0.066315789,0,0.011052632,0.028421053,0.008421053,0.001052632,0.002631579,0.024210526,0,0,0,0.003684211,0.419473685
11692.11441.22o12,0.992631579,0,0,0,0.001052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006315791
11692.11441.5o6,0.002631579,0.001052632,0,0.074736842,0.049473684,0.297894737,0,0,0,0,0.005263158,0,0.008947368,0,0.01,0.064210526,0,0,0,0.043684211,0.442105263
11692.11441.25o3,0.314210526,0.683684211,0.000526316,0,0,0,0,0,0,0,0,0,0,0.000526316,0,0,0,0,0,0.000526316,0.000526316
11692.11441.1o0,0.212631579,0,0,0.199473684,0.000526316,0.085789474,0,0.018947368,0.003157895,0,0.014210526,0,0,0.032105263,0,0.011052632,0.009473684,0,0,0,0.412631581
11692.11441.16o0,0.131578947,0.338421053,0,0.073157895,0,0.08,0,0.010526316,0,0,0.003684211,0.003157895,0,0.017368421,0.005263158,0.031578947,0.002631579,0.006315789,0.01,0.007894737,0.278421053
11692.11441.11o15,0.011052632,0,0.024736842,0.022105263,0.027368421,0.012631579,0,0.012105263,0.014736842,0,0.039473684,0.02,0.001052632,0.006315789,0.064210526,0.004736843,0.020000001,0.001578947,0.003684211,0.027368421,0.686842105
11692.11441.19o6,0.967894737,0,0,0.004210526,0.003684211,0.003157895,0,0,0.001578947,0,0,0,0,0,0,0.001578948,0,0.001578947,0,0,0.01631579
11692.11441.24o0,0.024736842,0.004736842,0,0.103157895,0.002631579,0.100526316,0,0.052105263,0,0,0.025263158,0,0,0,0,0.060526316,0.042631579,0,0.007368421,0.005789474,0.570526317
11692.11441.25o9,0.012105263,0.985789474,0,0,0,0,0,0,0,0,0,0,0,0.001052632,0,0,0,0,0,0,0.001052632
11692.11441.23o3,0.003684211,0.513684211,0,0.083684211,0,0.115789474,0,0.014210526,0.005263158,0,0.001052632,0.006842105,0,0,0.009473684,0.02631579,0.000526316,0.004210526,0.015263158,0.012631579,0.187368423
11692.11441.9o3,0.322631579,0.017368421,0,0.052631579,0.048947368,0.070526316,0,0,0,0,0.025789474,0,0,0,0.001052632,0.041052632,0,0,0,0.022631579,0.397368421
11692.11441.12o3,0.996315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000526316,0,0,0.000526316,0.00263158
11692.11441.18o0,0.001052632,0.000526316,0,0.324210526,0.018421053,0.186842105,0,0,0,0,0.001052632,0.020526315,0.001052632,0.014736842,0,0,0,0,0,0.028421053,0.403157895
11692.11441.14o6,0,0,0,0.032631579,0.028947368,0.063684211,0,0.011052632,0.018421053,0,0.153157895,0,0,0,0.031052631,0,0,0,0,0.001052632,0.659999999
11692.11441.15o0,0.336315789,0.003157895,0,0.055789474,0,0.083684211,0,0.017894737,0,0,0.005789474,0.006315789,0,0.001578947,0.024210526,0.021052631,0.018421053,0,0,0.027894737,0.397894737
11692.11441.3o3,0.002105263,0.983684211,0.004736842,0.001052632,0,0.002631579,0,0,0,0,0,0,0,0,0,0.001052632,0,0,0,0.000526316,0.004210528
11692.11441.20o6,0.013157895,0.025789474,0,0.038421053,0.003684211,0.016315789,0,0,0,0,0.003157895,0,0,0.024210526,0.001052632,0.042105263,0,0,0.125789473,0,0.706315793
11692.11441.16o9,0.982631579,0,0,0.004210526,0,0.005263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007894737
11692.11441.7o3,0.984736842,0,0,0.003684211,0,0,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0.001052632,0.010000003
11692.11441.6o15,0.996315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002105264,0,0,0,0,0,0.001578948
11692.11441.8o15,0.232631579,0.044210526,0.013157895,0.001052632,0,0.031578947,0,0,0.001052632,0,0.011052632,0.159473683,0.003157895,0,0.001052632,0.045263158,0.042631579,0.045789474,0,0.006842105,0.36105263
11692.11441.40o30,0.003157895,0,0.028421053,0.003157895,0.031578948,0,0,0,0.037368421,0,0.018421053,0.025263157,0.021052632,0,0.075263158,0,0,0.012631579,0,0,0.743684211
11692.11441.6o9,0.979473684,0,0,0.004210526,0.000526316,0.001052632,0,0,0.001052632,0,0,0,0,0,0,0,0.000526316,0,0,0,0.013157897
11692.11441.10o0,0.967894737,0,0.001578947,0.011052632,0.001578947,0.002105263,0,0.001052632,0,0,0,0,0,0,0,0.001052632,0,0,0,0.000526316,0.013157899
11692.11441.22o3,0.621052632,0.376842105,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000526316,0.001052632
11692.11441.3o9,0.888947368,0.107368421,0,0.001052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000526316,0.002105264
11692.11441.21o6,0.146842105,0.839473684,0,0.004210526,0,0.002105263,0,0,0.000526316,0,0,0.000526316,0,0,0.000526316,0.000526316,0,0,0,0.000526316,0.004736844
11692.11441.7o6,0.997894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002105264
11692.11441.26o15,0.998421053,0,0,0,0,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0,0,0.001052632
11692.11441.6o0,0.952105263,0.000526316,0,0.002631579,0.000526316,0.002105263,0,0.003157895,0,0,0,0,0,0.001052632,0,0.003157894,0.007368421,0.002105263,0.003157894,0,0.022105271
11692.11441.26o30,0.015263158,0.344736842,0.624736842,0,0,0.001578947,0,0,0,0,0.007894737,0,0,0.000526316,0,0,0.000526316,0,0,0.000526316,0.004210527
11692.11441.12o0,0.372631579,0.004210526,0,0.133684211,0.004736843,0.079473684,0,0.004736842,0.001578947,0,0,0.000526316,0,0,0,0.026315789,0.003684211,0,0,0.033157895,0.335263159
11692.11441.20o0,0.027368421,0.972631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11692.11441.11o0,0.985789474,0.002631579,0.000526316,0.003684211,0,0.001052632,0,0,0,0,0,0,0.000526316,0,0.000526316,0,0,0,0,0,0.00526316
11692.11441.7o12,0.998947368,0,0,0,0,0,0,0,0,0,0,0,0,0.000526316,0,0,0,0,0,0,0.000526316
11692.11441.22o0,0.348947368,0.631578947,0,0.002631579,0,0.005263158,0,0,0,0,0,0,0,0,0,0,0.000526316,0,0.000526316,0,0.010526319
11692.11441.1o15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11692.11441.9o0,0.002631579,0,0,0.181578947,0.023157895,0.082105263,0,0.007894736,0,0,0.017894737,0,0.014736842,0.013157895,0,0.02,0.011052632,0.010526316,0,0.004210526,0.611052633
11692.11441.16o3,0.040526316,0.002631579,0,0.064736842,0.008421053,0.133684211,0,0,0,0,0.015263158,0.007894737,0.018421053,0.065789474,0,0.017894737,0,0,0,0.049473684,0.575263157
11692.11441.39o15,0.946842105,0,0.002105263,0.006315789,0.001578947,0,0,0,0.004210526,0,0,0.000526316,0,0.000526316,0,0,0,0,0,0.002105263,0.035789476
11692.11441.14o3,0.008947368,0.002105263,0,0.264210526,0.048947369,0.058421053,0,0.054210527,0,0,0.000526316,0.001578947,0.005789474,0,0,0.04,0.037894737,0,0.024210526,0.017368421,0.435789474
11692.11441.13o12,0,0.000526316,0,0,0,0.037368421,0,0,0,0,0.026842105,0.105263158,0,0.035263158,0.026315789,0.010526316,0.078421053,0,0,0.055789474,0.623684213
11692.11441.25o0,0.171578947,0.824736842,0,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000526316,0.00263158
11692.11441.22o15,0.992631579,0,0.001052632,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005789476
11692.11441.12o12,0.858947368,0.137894737,0,0.000526316,0,0.001052632,0,0,0,0,0.000526316,0,0,0,0,0,0,0,0,0.000526316,0.000526316
11692.11441.13o3,0.999473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000526316
11692.11441.23o6,0.084736842,0.912105263,0,0,0,0,0,0.001578948,0,0,0,0,0,0,0,0,0,0,0,0,0.001578948
11692.11441.35o15,0.006315789,0.003157895,0.007894737,0.022105263,0.036842106,0.062105263,0,0.026842105,0,0,0.022631579,0.001052632,0,0,0.009473684,0.001052632,0,0,0.01368421,0.023157895,0.763684211
11692.11441.13o6,0.989473684,0,0,0,0,0,0,0,0.002105264,0,0,0,0,0.001578947,0,0.000526316,0,0,0,0.000526316,0.005789475
11692.11441.8o3,0.01,0.002105263,0.009473684,0.061052632,0,0.060526316,0,0,0.002105263,0,0.194736842,0,0.001052632,0.066842106,0.053684211,0.024210527,0,0,0,0.043157895,0.471052631
11692.11441.15o6,0.003684211,0.001052632,0.002631579,0.206842105,0,0.024736842,0,0,0.003157895,0,0.021578948,0,0,0,0,0.04,0,0.002105263,0.01368421,0,0.680526316
11692.11441.27o15,0.996315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003684212
11692.11441.21o12,0.991052632,0,0,0,0,0.001578947,0,0,0.000526316,0,0,0,0,0,0.000526316,0.001052632,0,0,0,0.001052632,0.004210527
11692.11441.33o15,0.288421053,0.001052632,0.050526316,0,0.005789473,0,0,0.054736842,0.057894738,0,0,0.036842106,0,0.001578948,0,0,0,0,0.001052632,0,0.502105264
11692.11441.19o0,0.316842105,0.000526316,0.571052632,0.034736842,0.000526316,0.008947368,0,0,0,0,0,0,0,0,0.001578947,0.001578947,0,0,0.002631579,0.003684211,0.057894742
11692.11441.29o30,0,0,0,0,0.023157894,0.011052632,0,0.045789473,0.006842105,0,0.082105263,0,0,0.033157895,0,0.045263158,0.032105263,0,0.02,0.027368421,0.673157897
11692.11441.12o15,0.681578947,0.313684211,0.000526316,0.001578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263158
11692.11441.6o12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11692.11441.8o12,0.991578947,0.000526316,0.005789474,0,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000526316,0.001052632
11692.11441.14o0,0.957368421,0,0,0.011052632,0,0.007368421,0,0.002105263,0,0,0,0,0,0.002105264,0.000526316,0,0,0,0,0.000526316,0.01894737
11692.11441.5o0,0.01,0,0,0.272105263,0.052105263,0.088421053,0,0.033157895,0,0,0.02,0,0.002105263,0.002631579,0,0.04631579,0.007894737,0.003157895,0.011578947,0.043684211,0.406842106
11692.11441.24o6,0.996315789,0,0,0.001052632,0,0,0,0,0,0,0,0,0,0.000526316,0,0,0,0,0,0,0.002105264
11692.11441.2o0,0.978947368,0,0,0.005263158,0.000526316,0.004736842,0,0,0,0,0,0,0,0.000526316,0,0.001052632,0,0,0,0.000526316,0.008421056
11692.11441.13o0,0.983157895,0,0,0.002631579,0,0.005789474,0,0,0,0,0,0,0,0,0.001052632,0,0,0,0,0.001578947,0.005789476
11692.11441.23o12,0.037368421,0.96,0,0.000526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000526316,0.001578948
11692.11441.29o15,0.932105263,0,0,0,0.002631579,0.000526316,0,0.002105263,0,0,0,0.001578948,0,0,0.001052632,0.001052632,0.000526316,0.000526316,0,0.006315789,0.051578957
11692.11441.11o12,0.681052632,0.317368421,0,0,0.000526316,0,0,0,0,0,0,0,0,0.000526316,0,0,0,0,0,0.000526316,0
11692.11441.17o3,0.007368421,0.001052632,0,0.171578947,0.000526316,0.155789474,0,0,0,0,0.022631579,0,0,0.001052632,0.002631579,0.016842105,0.034210526,0,0.058947369,0.003157895,0.524210526
11692.11441.33o30,0.988421053,0,0,0,0.006315789,0,0,0,0,0,0,0,0.002105263,0,0,0,0,0,0,0,0.003157895
11692.11441.25o6,0.885263158,0.113157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000526316,0.001052632
11692.11441.1o9,0.89631579,0,0,0.032105263,0,0.008421053,0,0,0,0,0,0,0.001578947,0,0,0.006315789,0,0,0,0.000526316,0.054736843
11692.11441.5o9,0.621052632,0,0.016842105,0.069473684,0.002105263,0.040526316,0,0.012105263,0.003684211,0,0,0.004210526,0,0.000526316,0,0.033157895,0,0,0,0.000526316,0.195789477
11692.11441.4o3,0.003157895,0,0,0.223157895,0.002631579,0.221578947,0,0,0.001578947,0,0,0.008421053,0,0.017368421,0.001578947,0,0.018947369,0,0.03,0.004210526,0.467368422
11692.11441.22o6,0.878421053,0.065263158,0,0.033157895,0,0,0,0,0,0,0,0,0,0.000526316,0.006842105,0.002105263,0,0,0,0,0.013684211
